observation_id,record_id,frame_id,timestamp_seconds,frame_path,text,confidence,polygon_json,language_profile,ocr_version
airfryer-002-ocr-00106,airfryer-002,frame_000025,125.000,data_video/keyframes/airfryer-002/frame_000025.jpg,SHEETS,0.932962,"[[650.0,307.0],[704.0,311.0],[703.0,325.0],[649.0,321.0]]",de,PP-OCRv5
airfryer-002-ocr-00107,airfryer-002,frame_000025,125.000,data_video/keyframes/airfryer-002/frame_000025.jpg,OREO,0.995439,"[[690.0,381.0],[770.0,368.0],[774.0,393.0],[694.0,406.0]]",de,PP-OCRv5
airfryer-002-ocr-00108,airfryer-002,frame_000026,130.000,data_video/keyframes/airfryer-002/frame_000026.jpg,Chef,0.999701,"[[369.0,237.0],[397.0,233.0],[399.0,253.0],[371.0,256.0]]",de,PP-OCRv5
airfryer-002-ocr-00109,airfryer-002,frame_000026,130.000,data_video/keyframes/airfryer-002/frame_000026.jpg,Library Kitchen,0.979013,"[[348.0,279.0],[427.0,277.0],[427.0,299.0],[348.0,301.0]]",de,PP-OCRv5
airfryer-002-ocr-00110,airfryer-002,frame_000026,130.000,data_video/keyframes/airfryer-002/frame_000026.jpg,Puff Pastry,0.880630,"[[634.0,283.0],[726.0,299.0],[721.0,324.0],[630.0,308.0]]",de,PP-OCRv5
airfryer-002-ocr-00111,airfryer-002,frame_000026,130.000,data_video/keyframes/airfryer-002/frame_000026.jpg,S,0.538498,"[[669.0,284.0],[688.0,288.0],[687.0,295.0],[668.0,292.0]]",de,PP-OCRv5
airfryer-002-ocr-00112,airfryer-002,frame_000026,130.000,data_video/keyframes/airfryer-002/frame_000026.jpg,SHEETS,0.942654,"[[650.0,307.0],[705.0,311.0],[704.0,325.0],[649.0,321.0]]",de,PP-OCRv5
airfryer-002-ocr-00113,airfryer-002,frame_000026,130.000,data_video/keyframes/airfryer-002/frame_000026.jpg,OREO,0.995701,"[[691.0,381.0],[769.0,368.0],[773.0,393.0],[695.0,406.0]]",de,PP-OCRv5
airfryer-002-ocr-00114,airfryer-002,frame_000030,150.000,data_video/keyframes/airfryer-002/frame_000030.jpg,DSMXERE,0.523597,"[[599.0,217.0],[788.0,219.0],[788.0,236.0],[599.0,234.0]]",de,PP-OCRv5
airfryer-002-ocr-00115,airfryer-002,frame_000031,155.000,data_video/keyframes/airfryer-002/frame_000031.jpg,PSC,0.619808,"[[675.0,234.0],[739.0,234.0],[739.0,251.0],[675.0,251.0]]",de,PP-OCRv5
