record_id,inventory_status,source_page_url,direct_url,source_variant,transport,local_path,downloaded_at,bytes,sha256,content_type,etag,last_modified,authorization_reference
vacuum-017,owner_authorized_candidate,https://commons.wikimedia.org/wiki/File:Alabama_Rally_Against_Injustice_protest_in_Hoover_6-6-20.webm,https://upload.wikimedia.org/wikipedia/commons/transcoded/a/a8/Alabama_Rally_Against_Injustice_protest_in_Hoover_6-6-20.webm/Alabama_Rally_Against_Injustice_protest_in_Hoover_6-6-20.webm.480p.vp9.webm,wikimedia_transcode,existing_recovery,data_video/raw/candidate_sources/vacuum-017.webm,2026-07-21T10:30:10.314537+00:00,18172672,c3a338caae9912fda30b240ca140d2c96832f7d5cfa8ad3952512dbea55ff0b2,,,,owner-confirmed-2026-07-21-dataset-expansion
vacuum-018,owner_authorized_candidate,https://commons.wikimedia.org/wiki/File:Vacuum_Cannon.webm,https://upload.wikimedia.org/wikipedia/commons/transcoded/e/e3/Vacuum_Cannon.webm/Vacuum_Cannon.webm.480p.vp9.webm,wikimedia_transcode,existing_recovery,data_video/raw/candidate_sources/vacuum-018.webm,2026-07-21T10:30:11.432939+00:00,1018346,2cc0a1c28c1e0ae2c77f5c8e25ad8d7404a8fb52a13037f0a9201b8876660e15,,,,owner-confirmed-2026-07-21-dataset-expansion
vacuum-019,owner_authorized_candidate,https://commons.wikimedia.org/wiki/File:Hoover_Grandchildren_Playing_Outside_(31-MP-613).webm,https://upload.wikimedia.org/wikipedia/commons/c/c7/Hoover_Grandchildren_Playing_Outside_%2831-MP-613%29.webm,wikimedia_transcode,existing_recovery,data_video/raw/candidate_sources/vacuum-019.webm,2026-07-21T10:30:12.450297+00:00,5229956,e1fc6f5cec520beaabc841a190d2cfe77919f6dd5cd2c506dfb606531e5ae792,,,,owner-confirmed-2026-07-21-dataset-expansion
vacuum-020,owner_authorized_candidate,https://commons.wikimedia.org/wiki/File:Interview_with_Nan_Hoover_by_Willem_van_Weelden.webm,https://upload.wikimedia.org/wikipedia/commons/transcoded/3/37/Interview_with_Nan_Hoover_by_Willem_van_Weelden.webm/Interview_with_Nan_Hoover_by_Willem_van_Weelden.webm.480p.vp9.webm,wikimedia_transcode,existing_recovery,data_video/raw/candidate_sources/vacuum-020.webm,2026-07-21T10:30:13.496671+00:00,128504538,14f1c00f91e662d0c4efaf016c62ce2acaffdb577013d80cf369fbedd0042ff8,,,,owner-confirmed-2026-07-21-dataset-expansion
vacuum-021,owner_authorized_candidate,https://commons.wikimedia.org/wiki/File:Observation-of-Live-Ticks-(Haemaphysalis-flava)-by-Scanning-Electron-Microscopy-under-High-Vacuum-pone.0032676.s002.ogv,https://upload.wikimedia.org/wikipedia/commons/transcoded/7/7b/Observation-of-Live-Ticks-%28Haemaphysalis-flava%29-by-Scanning-Electron-Microscopy-under-High-Vacuum-pone.0032676.s002.ogv/Observation-of-Live-Ticks-%28Haemaphysalis-flava%29-by-Scanning-Electron-Microscopy-under-High-Vacuum-pone.0032676.s002.ogv.480p.vp9.webm,wikimedia_transcode,existing_recovery,data_video/raw/candidate_sources/vacuum-021.webm,2026-07-21T10:30:15.229726+00:00,6036687,9a9718806713229cc097ba26f26a88a22972669d4be0d12074b4b4af613a71ea,,,,owner-confirmed-2026-07-21-dataset-expansion
vacuum-022,owner_authorized_candidate,https://commons.wikimedia.org/wiki/File:Rodin_coil_-_120_vac_%3D_Flying_magnets..._separating_neodymium_magnets_via_Rodin_coil_(TEST12).webm,https://upload.wikimedia.org/wikipedia/commons/a/a1/Rodin_coil_-_120_vac_%3D_Flying_magnets..._separating_neodymium_magnets_via_Rodin_coil_%28TEST12%29.webm,wikimedia_transcode,existing_recovery,data_video/raw/candidate_sources/vacuum-022.webm,2026-07-21T10:30:16.280060+00:00,122309542,b1dd3036c723289c06c5af0e5ba81fb96aaff5cf85bc508a70f033d243020bbe,,,,owner-confirmed-2026-07-21-dataset-expansion
vacuum-024,owner_authorized_candidate,https://commons.wikimedia.org/wiki/File:Vacuum_fluctuations_revealed_through_spontaneous_parametric_down-conversion.ogv,https://upload.wikimedia.org/wikipedia/commons/transcoded/6/64/Vacuum_fluctuations_revealed_through_spontaneous_parametric_down-conversion.ogv/Vacuum_fluctuations_revealed_through_spontaneous_parametric_down-conversion.ogv.480p.vp9.webm,wikimedia_transcode,curl,data_video/raw/candidate_sources/vacuum-024.webm,2026-07-21T10:41:42.172206+00:00,423768,15128f6b695cd5e7d79eb1dfb2ebd4551a9df6637f0da8d9513f6fff74dc5e9d,,,,owner-confirmed-2026-07-21-dataset-expansion
vacuum-025,owner_authorized_candidate,https://commons.wikimedia.org/wiki/File:Herbert_Hoover_video_montage.ogv,https://upload.wikimedia.org/wikipedia/commons/transcoded/3/3a/Herbert_Hoover_video_montage.ogv/Herbert_Hoover_video_montage.ogv.240p.vp9.webm,wikimedia_transcode,curl,data_video/raw/candidate_sources/vacuum-025.webm,2026-07-21T10:41:45.011655+00:00,1074375,e7fadad1ce65577edbd7218cadd0c3d1ec795d06b8941490956d63779d104e7a,,,,owner-confirmed-2026-07-21-dataset-expansion
vacuum-026,owner_authorized_candidate,https://commons.wikimedia.org/wiki/File:Vacuum_Packaging_Machine.webm,https://upload.wikimedia.org/wikipedia/commons/b/b7/Vacuum_Packaging_Machine.webm,wikimedia_transcode,curl,data_video/raw/candidate_sources/vacuum-026.webm,2026-07-21T10:41:48.933855+00:00,15164916,89dba7337966aaae9d8cf4293aa99ad5aca73676e175d1cf5db570660231c9e0,,,,owner-confirmed-2026-07-21-dataset-expansion
washing-004,owner_authorized_candidate,https://commons.wikimedia.org/wiki/File:Armenian_Sign_Language_(ArSL)_-_%D5%AC%D5%BE%D5%A1%D6%81%D6%84%D5%AB_%D5%B4%D5%A5%D6%84%D5%A5%D5%B6%D5%A1_-_washing_machine.webm,https://upload.wikimedia.org/wikipedia/commons/transcoded/5/55/Armenian_Sign_Language_%28ArSL%29_-_%D5%AC%D5%BE%D5%A1%D6%81%D6%84%D5%AB_%D5%B4%D5%A5%D6%84%D5%A5%D5%B6%D5%A1_-_washing_machine.webm/Armenian_Sign_Language_%28ArSL%29_-_%D5%AC%D5%BE%D5%A1%D6%81%D6%84%D5%AB_%D5%B4%D5%A5%D6%84%D5%A5%D5%B6%D5%A1_-_washing_machine.webm.480p.vp9.webm,wikimedia_transcode,existing_recovery,data_video/raw/candidate_sources/washing-004.webm,2026-07-21T10:29:26.210834+00:00,244543,965abdb2e3e3c90693c751715094b1a4e3c01165a0ac7521c385104f99fa159f,,,,owner-confirmed-2026-07-21-dataset-expansion
